Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
12,"G Rakotoarisoa, G Shore, S McGuire, ...","Characterization of 20 microsatellite marker loci in Coquerel's sifaka (Propithecus coquereli)",2006,"Molecular Ecology …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1471-8286.2006.01457.x","https://scholar.google.com/scholar?cites=9468686353111139784&as_sdt=2005&sciodt=0,5&hl=en",22,"2022-06-03 12:54:03","","10.1111/j.1471-8286.2006.01457.x","","",,,,,12,0.75,3,4,16,"The Coquerel's sifaka (Propithecus coquereli) is one of the species of Propithecus, living in the dry forest of northwest Madagascar. This species is endangered due to the loss and …","","https://scholar.google.com/scholar?q=related:yEXHJhKIZ4MJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
29,"C Fichtel, PM Kappeler","Variation in the meaning of alarm calls in Verreaux's and Coquerel's sifakas (Propithecus verreauxi, P. coquereli)",2011,"International Journal of Primatology","Springer","https://link.springer.com/article/10.1007/s10764-010-9472-9","https://scholar.google.com/scholar?cites=8855026965936572508&as_sdt=2005&sciodt=0,5&hl=en",23,"2022-06-03 12:54:03","HTML","10.1007/s10764-010-9472-9","","",,,,,29,2.64,15,2,11,"… Our results revealed that both Propithecus verreauxi and P. coquereli produced roaring barks in response to aerial predators and exhibited similar escape strategies with these alarm …","https://link.springer.com/article/10.1007/s10764-010-9472-9","https://scholar.google.com/scholar?q=related:XIgnDRxg43oJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
18,"ML Bastian, DK Brockman","Paternal care in Propithecus verreauxi coquereli",2007,"International Journal of Primatology","Springer","https://link.springer.com/article/10.1007/s10764-007-9115-y","https://scholar.google.com/scholar?cites=10050829005930600165&as_sdt=2005&sciodt=0,5&hl=en",24,"2022-06-03 12:54:03","","10.1007/s10764-007-9115-y","","",,,,,18,1.20,9,2,15,"Alloparental behavior is documented for several anthropoid primates, but few researchers have investigated the extent or variability of such behavior in prosimians. We report results …","https://www.researchgate.net/profile/Diane-Brockman/publication/225801717_Paternal_Care_in_Propithecus_verreauxi_coquereli/links/09e41511bf2e6cbac1000000/Paternal-Care-in-Propithecus-verreauxi-coquereli.pdf","https://scholar.google.com/scholar?q=related:5ZavtLq3e4sJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
54,"RA Hayes, TL Morelli, PC Wright","Anogenital gland secretions of Lemur catta and Propithecus verreauxi coquereli: A preliminary chemical examination",2004,"American Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.20038","https://scholar.google.com/scholar?cites=5689947754175425122&as_sdt=2005&sciodt=0,5&hl=en",25,"2022-06-03 12:54:03","","10.1002/ajp.20038","","",,,,,54,3.00,18,3,18,"Although prosimians are greatly olfaction‐oriented, little is known about the specifics of how they use scent to communicate. In this preliminary study we attempted to delineate intra‐ …","","https://scholar.google.com/scholar?q=related:Ymoo9lXB9k4J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"AC Ross, ML Power","Food for Thought: Lactating Coquerel's Sifaka (Propithecus Coquereli) Eat Foods High in Protein and Fiber During the Lean Season",2022,"","researchsquare.com","https://www.researchsquare.com/article/rs-1247752/latest.pdf","",26,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,2,1,"… Infant-bearing, Coquerel’s sifaka (Propithecus coquereli) undergo gestation during a lean … coquereli rely on a diverse range of foods inclusive of those with high AP and ME, but also …","https://www.researchsquare.com/article/rs-1247752/latest.pdf","https://scholar.google.com/scholar?q=related:OgByYrP5_BUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"B Ritchie","The Gut Microbiome of Hapalemur griseus griseus, Propithecus diadema, and Propithecus coquereli: A Comparative Study between Wild and Captive Lemur …",2021,"","search.proquest.com","https://search.proquest.com/openview/673692313934c751533a42cf6662ecb7/1?pq-origsite=gscholar&cbl=18750&diss=y","",27,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,1,"… Hapalemur griseus and Propithecus diadema were sampled as wild lemurs, and Hapalemur griseus and Propithecus coquereli were sampled as captive lemurs. The main focus of this …","","https://scholar.google.com/scholar?q=related:SMlat2BOc6YJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
62,"MI Mayor, JA Sommer, ML Houck, ...","Specific status of Propithecus spp.",2004,"International Journal of …","Springer","https://link.springer.com/article/10.1023/B:IJOP.0000029127.31190.e9","https://scholar.google.com/scholar?cites=9381570897980989019&as_sdt=2005&sciodt=0,5&hl=en",28,"2022-06-03 12:54:03","","10.1023/B:IJOP.0000029127.31190.e9","","",,,,,62,3.44,16,4,18,"… The linkage of Propithecus tattersalli to P. v. coquereli agrees with evidence from the mitochondrial DNA sequence analysis, but the linkages among the various diademed sifakas do …","https://www.academia.edu/download/50407215/Specific_Status_of_Propithecus_spp20161118-32039-xz8m7h.pdf","https://scholar.google.com/scholar?q=related:W55MqQYJMoIJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
4,"EE Guevara, TH Webster, RR Lawler, BJ Bradley, ...","Comparative genomic analysis of sifakas (Propithecus) reveals selection for folivory and high heterozygosity despite endangered status",2021,"Science …","science.org","https://www.science.org/doi/abs/10.1126/sciadv.abd2274","https://scholar.google.com/scholar?cites=11495853730756322375&as_sdt=2005&sciodt=0,5&hl=en",29,"2022-06-03 12:54:03","","10.1126/sciadv.abd2274","","",,,,,4,4.00,1,5,1,"… Coquerel’s sifaka (Propithecus coquereli), a species with … Propithecus verreauxi) of the arid deciduous forests of southwestern Madagascar (25), the golden-crowned sifaka (Propithecus …","https://www.science.org/doi/full/10.1126/sciadv.abd2274","https://scholar.google.com/scholar?q=related:R2SUew96iZ8J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
54,"JL Campbell, CV Williams, ...","Use of total dietary fiber across four lemur species (Propithecus verreauxi coquereli, Hapalemur griseus griseus, Varecia variegata, and Eulemur fulvus): Does fiber …",2004,"American Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/ajp.20081","https://scholar.google.com/scholar?cites=7322431481949412315&as_sdt=2005&sciodt=0,5&hl=en",30,"2022-06-03 12:54:03","","10.1002/ajp.20081","","",,,,,54,3.00,18,3,18,"In vivo digestibility and transit of two experimental diets were compared across four lemur species for which gastrointestinal morphology and preliminary data on physiology differ:…","","https://scholar.google.com/scholar?q=related:21u7DaOAnmUJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
25,"RH Eaglen, KJ Boskoff","The birth and early development of a captive sifaka, Propithecus verreauxi coquereli",1978,"Folia primatologica","brill.com","https://brill.com/view/journals/ijfp/30/3/article-p206_3.xml","https://scholar.google.com/scholar?cites=13651511720865953806&as_sdt=2005&sciodt=0,5&hl=en",31,"2022-06-03 12:54:03","","","","",,,,,25,0.57,13,2,44,"… sifaka, Propithecus verreauxi coquereli. Comparisons are made with other reports of Propithecus. In … In general, maturation of Propithecus is slow relative to species of the genus Lemur. …","","https://scholar.google.com/scholar?q=related:DvhL0ZTpc70J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
26,"AM Mason, LD Wolfe, JC Johnson","Hand preference in the sifaka (Propithecus verreauxi coquereli) during feeding in captivity",1995,"Primates","Springer","https://link.springer.com/article/10.1007/BF02381353","https://scholar.google.com/scholar?cites=11372588802496249149&as_sdt=2005&sciodt=0,5&hl=en",32,"2022-06-03 12:54:03","","10.1007/BF02381353","","",,,,,26,0.96,9,3,27,"The Coquerel's sifakas were chosen for this study on hand preference because little is known about handedness in Indriidae. Fifteen Coquerel's sifakas were observed at the Duke …","https://www.researchgate.net/profile/Jeffrey-Johnson-12/publication/255730089_Hand_Preference_in_Sifaka_During_Feeding_in_Captivity/links/553e7d7f0cf294deef717240/Hand-Preference-in-Sifaka-During-Feeding-in-Captivity.pdf","https://scholar.google.com/scholar?q=related:Pb1f5UKN050J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"ML Snyder, D Schmitt","Effects of aging on the biomechanics of Coquerel's sifaka (Propithecus coquereli): Evidence of robustness to senescence",2018,"Experimental Gerontology","Elsevier","https://www.sciencedirect.com/science/article/pii/S0531556518301682","",33,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,2,4,"… locomotion was performed in Coquerel's sifaka (Propithecus coquereli), ranging in age from … coquereli experience only subtle age-related changes, that were not nearly as extensive as …","","https://scholar.google.com/scholar?q=related:vih0S1OWtJ8J:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
64,"J Pastorini, MRJ Forstner, ...","Phylogenetic history of sifakas (Propithecus: Lemuriformes) derived from mtDNA sequences",2001,"American Journal of …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/1098-2345(200101)53:1%3C1::AID-AJP1%3E3.0.CO;2-J","https://scholar.google.com/scholar?cites=669137870107851115&as_sdt=2005&sciodt=0,5&hl=en",34,"2022-06-03 12:54:03","","10.1002/1098-2345(200101)53:1%3C1::AID-AJP1%3E3.0.CO;2-J","","",,,,,64,3.05,21,3,21,"… Pv coquereli may … coquereli sampled for this study were collected in Ampijoroa. The records from the Parc Zoologique et Botanique de Tsimbazaza indicated that the third Pv coquereli …","","https://scholar.google.com/scholar?q=related:azmK_VhBSQkJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"M Ramsay","MA45 Demography and spatial ecology of the critically endangered Coquerel's sifaka (Propithecus coquereli)",,"cdn.yello.link","","https://cdn.yello.link/opwall/files/2018/10/MA45-Demography-and-spatial-ecology-of-the-endangered-Coquerel%E2%80%99s-sifaka.pdf","",35,"2022-06-03 12:54:03","PDF","","","",,,,,0,0.00,0,1,,"… Coquerel’s sifaka (Propithecus coquereli) are one of the most endangered lemur species in Madagascar, listed as critically endangered by the IUCN. Sifaka are a mid-sized lemur, that …","https://cdn.yello.link/opwall/files/2018/10/MA45-Demography-and-spatial-ecology-of-the-endangered-Coquerel%E2%80%99s-sifaka.pdf","https://scholar.google.com/scholar?q=related:Iqq5LrXpBhwJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
15,"LHF Rakotonirina, F Randriantsara, ...","A preliminary assessment of sifaka (Propithecus) distribution, chromatic variation and conservation in western central Madagascar",2014,"Primate …","BioOne","https://bioone.org/journals/Primate-Conservation/volume-2014/issue-28/052.028.0116/A-Preliminary-Assessment-of-Sifaka-iPropithecus-i-Distribution-Chromatic-Variation/10.1896/052.028.0116.short","https://scholar.google.com/scholar?cites=6248725292962961713&as_sdt=2005&sciodt=0,5&hl=en",36,"2022-06-03 12:54:03","","10.1896/052.028.0116.short","","",,,,,15,1.88,5,3,8,"… coquereli we observed were of typical coloration for their respective species (Fig. 4). Our observation of two groups of Eulemur mongoz at the Anaboazo site in the Boeny Region …","https://bioone.org/journals/primate-conservation/volume-2014/issue-28/052.028.0116/A-Preliminary-Assessment-of-Sifaka-Propithecus-Distribution-Chromatic-Variation-and/10.1896/052.028.0116.pdf","https://scholar.google.com/scholar?q=related:MVkO-ovut1YJ:scholar.google.com/&scioq=propithecus+coquereli&hl=en&as_sdt=0,5&as_vis=1"
0,"D Block-Funkhouser","Anthropogenic influence on the behavior, tree usage, and home range of Coquerel's sifaka (Propithecus coquereli) in northwestern Madagascar",2020,"","dataspace.princeton.edu","https://dataspace.princeton.edu/handle/88435/dsp01ks65hg23v","",37,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,2,"Because of widespread habitat destruction and fragmentation in Madagascar, many groups of the critically endangered Coquerel’s sifaka (Propithecus coquereli) now live in …","",""
0,"R Aririguzoh","Exploring the Effects of Habitat Fragmentation on Ranging and Behavioral Patterns of Propithecus coquereli in the Mahamavo Dry Forests of Northwestern …",2020,"","dataspace.princeton.edu","https://dataspace.princeton.edu/handle/88435/dsp01qj72pb15d","",38,"2022-06-03 12:54:03","","","","",,,,,0,0.00,0,1,2,"… of the Coquerel’s sifaka (Propithecus coquereli) is indicative of … coquereli to characteristics of degraded environments. To … coquereli. However, groups closer to interior forest areas had …","",""
